MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
4943,34.0,Male,PhD,Director of Marketing,12.0,170000.0,Australia,Australian
450,28.0,Male,Master's,Product Manager,3.0,130000.0,USA,Asian
4208,34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0,China,White
1286,23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,China,Korean
3730,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Australia,Asian
363,33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0,Canada,White
5393,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Canada,Asian
5334,25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0,Canada,Asian
2462,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,USA,Hispanic
22,30.0,Male,Bachelor's,IT Support,2.0,50000.0,UK,Asian
2068,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,Australia,White
1655,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,China,White
704,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,USA,Asian
4840,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,Asian
2745,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,China,Chinese
1378,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,USA,Hispanic
5441,32.0,Male,PhD,Research Scientist,10.0,150000.0,USA,Hispanic
2470,37.0,Female,Bachelor's Degree,Full Stack Engineer,10.0,149217.0,China,Chinese
3757,45.0,Male,PhD,Data Scientist,18.0,180000.0,Canada,Black
2327,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,UK,Asian
462,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,Australia,Asian
4186,29.0,Female,High School,Junior Sales Associate,1.0,26000.0,UK,Welsh
4085,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,White
1488,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,China,White
3681,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Australia,White
284,35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0,Canada,White
3540,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Australia,White
5065,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,Australia,White
2583,54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0,USA,White
1370,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,China,White
4480,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,USA,White
599,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,UK,Welsh
5438,24.0,Female,High School,Sales Associate,0.0,25000.0,Canada,Black
6654,28.0,Male,PhD,Marketing Manager,4.0,55000.0,USA,Hispanic
6309,37.0,Female,Bachelor's Degree,Marketing Manager,7.0,90000.0,Canada,Black
4351,51.0,Male,PhD,Data Scientist,24.0,240000.0,Canada,Black
3471,38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,UK,Welsh
4263,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,Australia,Australian
2992,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,China,Korean
5951,31.0,Female,PhD,Data Scientist,8.0,140000.0,UK,Mixed
2546,33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0,USA,Asian
4969,34.0,Male,PhD,Director of Marketing,12.0,170000.0,UK,Asian
5410,24.0,Female,High School,Sales Associate,0.0,25000.0,UK,Asian
4069,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Canada,Asian
3991,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,White
6475,50.0,Female,Master's Degree,Content Marketing Manager,18.0,180000.0,Australia,Australian
687,34.0,Female,Master's,Product Manager,11.0,196000.0,Australia,Australian
4254,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,USA,Hispanic
3246,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,UK,Welsh
5769,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,UK,White
4086,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,China,White
2839,31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,Canada,White
3700,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,China,Chinese
4043,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,USA,Asian
2232,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,UK,Mixed
4883,33.0,Male,PhD,Sales Director,10.0,155000.0,USA,Asian
2322,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Australia,White
523,31.0,Female,Master's,Data Scientist,6.0,180000.0,China,Korean
524,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,USA,African American
6229,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,Chinese
5390,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Australia,Asian
5384,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,USA,African American
5671,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,UK,Welsh
782,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Asian
5233,34.0,Female,PhD,Research Director,10.0,150000.0,USA,Asian
4523,23.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,China,Chinese
653,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,Asian
4986,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,UK,Asian
2198,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,Australia,Australian
371,43.0,Male,Master's,Director of Operations,19.0,170000.0,China,White
4217,44.0,Male,PhD,Data Scientist,17.0,168000.0,Canada,Black
379,30.0,Male,PhD,Data Scientist,5.0,180000.0,China,Korean
2218,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,China,White
5090,34.0,Male,PhD,Director of Marketing,12.0,170000.0,USA,Asian
1615,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,White
6005,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,UK,Asian
3635,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,USA,Hispanic
964,26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,UK,Asian
6541,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,Australia,White
6281,32.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0,Australia,Asian
5096,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,Asian
361,34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0,China,Chinese
3842,43.0,Male,PhD,Data Scientist,16.0,160000.0,Australia,White
4464,41.0,Male,PhD,Data Scientist,15.0,157000.0,Canada,Asian
1248,37.0,Male,Master's Degree,Senior Software Engineer,8.0,150000.0,UK,Mixed
5657,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,China,White
3697,45.0,Male,PhD,Data Scientist,18.0,180000.0,Canada,Black
5653,36.0,Female,PhD,Research Scientist,12.0,170000.0,Australia,Australian
2569,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0,Canada,Black
3426,39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,USA,Asian
2039,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,China,Chinese
774,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Australia,White
6152,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,UK,Welsh
3565,31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Canada,Black
6337,29.0,Male,High School,Sales Representative,2.0,40000.0,China,Chinese
6117,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,USA,White
1676,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,USA,African American
367,41.0,Male,Bachelor's,Senior Product Manager,14.0,150000.0,China,Chinese
4382,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Canada,White
4318,26.0,Male,High School,Junior Sales Associate,1.0,26000.0,USA,White
147,31.0,Male,Bachelor's,Junior Project Manager,4.0,60000.0,UK,Welsh
5877,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,UK,Welsh
3090,33.0,Female,Master's Degree,Back end Developer,9.0,124141.0,Australia,Australian
6596,27.0,Male,High School,Financial Manager,3.0,45000.0,China,Chinese
409,25.0,Female,Master's,Data Analyst,1.0,100000.0,China,White
6181,34.0,Male,PhD,Research Director,12.0,170000.0,Australia,White
3459,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Australia,Asian
4185,37.0,Male,Bachelor's Degree,Operations Manager,10.0,113000.0,USA,White
3579,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,China,Chinese
3274,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Australia,Asian
1033,26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,Australia,White
4370,30.0,Female,High School,Junior Sales Associate,1.0,26000.0,China,White
857,29.0,Female,Master's,Data Scientist,6.0,180000.0,UK,White
3929,26.0,Male,High School,Junior Sales Associate,2.0,30000.0,USA,White
78,48.0,Female,Master's,Human Resources Director,20.0,180000.0,Canada,Black
2249,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,USA,White
4952,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,Black
6111,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,UK,Welsh
6155,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,Asian
4590,33.0,Male,Master's Degree,Web Developer,6.0,80000.0,China,Korean
790,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,USA,White
2281,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,USA,African American
4098,33.0,Female,Bachelor's Degree,Human Resources Manager,8.0,95000.0,Canada,White
3900,39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0,Canada,Black
5827,36.0,Female,PhD,Research Scientist,12.0,170000.0,UK,White
5561,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,China,Chinese
3634,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Canada,Asian
5007,33.0,Female,Bachelor's Degree,Marketing Manager,9.0,140000.0,USA,Asian
426,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Korean
394,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,Australia,White
4992,28.0,Female,PhD,Director of Marketing,6.0,105000.0,China,Chinese
6321,29.0,Female,High School,Sales Representative,2.0,40000.0,China,White
4203,30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0,USA,White
2674,36.0,Male,Master's Degree,Product Manager,10.0,160000.0,USA,African American
6122,33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0,UK,White
4511,26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0,UK,Mixed
3496,30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,USA,Hispanic
1461,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,Korean
4827,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0,USA,White
4426,31.0,Female,High School,Junior Sales Associate,1.0,25000.0,UK,White
3838,26.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,USA,Asian
5179,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,Australia,White
6376,25.0,Female,High School,Sales Executive,1.0,35000.0,USA,African American
5193,22.0,Female,High School,Receptionist,0.0,25000.0,USA,White
2357,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,China,Korean
2444,41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,Australia,Australian
5203,29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,China,Korean
466,25.0,Female,Master's,Data Analyst,1.0,100000.0,UK,Welsh
163,35.0,Male,Bachelor's,Senior Marketing Coordinator,7.0,80000.0,China,White
5790,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,China,Chinese
6093,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,UK,White
6421,23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0,USA,White
6645,30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,China,Korean
2011,27.0,Male,,Developer,7.0,100000.0,UK,White
3086,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0,China,Chinese
902,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Canada,Asian
5236,23.0,Male,Bachelor's Degree,Software Engineer,1.0,60000.0,China,Chinese
2295,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,China,Chinese
3719,36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Canada,White
5555,26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0,Australia,White
1766,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,USA,Asian
1551,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,USA,White
3031,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,UK,Asian
5049,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Canada,White
2046,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,China,White
769,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,USA,White
1510,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,China,Chinese
6513,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0,USA,African American
4222,43.0,Male,PhD,Data Scientist,16.0,162000.0,China,White
5670,34.0,Male,PhD,Research Director,11.0,160000.0,China,Chinese
6223,34.0,Male,PhD,Research Director,12.0,170000.0,UK,Asian
3295,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,USA,White
821,26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,Canada,Asian
1405,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0,Canada,Asian
1384,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,USA,Hispanic
2150,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,Australia,Asian
1640,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,White
6607,36.0,Female,PhD,Marketing Manager,9.0,95000.0,Australia,White
401,25.0,Female,Master's,Data Analyst,1.0,100000.0,Australia,Asian
884,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,Canada,White
3568,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Canada,Asian
5978,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,White
1181,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,UK,White
4247,44.0,Male,PhD,Data Scientist,17.0,168000.0,USA,Hispanic
6611,33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0,USA,Hispanic
2132,31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0,Canada,Black
458,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Asian
1952,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,Canada,Asian
691,30.0,Female,Bachelor's,Product Manager,5.0,160000.0,Canada,Asian
5289,23.0,Female,High School,Receptionist,0.0,25000.0,UK,White
1955,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,USA,Hispanic
2712,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,China,Korean
4962,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,Australia,White
4352,28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0,Australia,Asian
5806,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,Canada,Black
1886,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Australia,Australian
5480,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,USA,Hispanic
2496,52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,USA,White
3038,54.0,Other,High School,Senior Software Engineer,29.0,158966.0,UK,Asian
3606,32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,China,White
847,29.0,Female,Master's,Data Scientist,6.0,180000.0,UK,Asian
544,30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,USA,African American
3727,45.0,Male,PhD,Data Scientist,18.0,180000.0,China,White
4190,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,Australia,Asian
3682,45.0,Male,PhD,Data Scientist,18.0,180000.0,UK,White
5345,23.0,Female,High School,Receptionist,0.0,25000.0,China,Chinese
5478,31.0,Female,Master's Degree,Financial Manager,8.0,120000.0,UK,Asian
4584,26.0,Male,Master's Degree,Junior Web Developer,2.0,48000.0,Australia,White
2966,42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,Canada,Asian
2531,32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,USA,Hispanic
1050,30.0,Female,PhD,Data Scientist,7.0,170000.0,Canada,Black
1962,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,UK,Welsh
2532,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,Canada,White
4923,21.0,Female,High School,Junior Sales Representative,0.0,25000.0,USA,African American
238,33.0,Female,Bachelor's,Junior Operations Analyst,5.0,70000.0,Canada,Asian
1135,29.0,Female,Bachelor's,Data Analyst,6.0,120000.0,Australia,White
6127,34.0,Male,PhD,Research Director,12.0,170000.0,Australia,Asian
4262,44.0,Male,PhD,Data Scientist,17.0,168000.0,UK,Mixed
4941,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,Korean
5023,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,China,White
5158,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,UK,Asian
2980,45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,UK,White
5299,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,Canada,White
4507,45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0,Canada,White
3922,44.0,Male,PhD,Data Scientist,15.0,150000.0,Canada,White
3141,29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,USA,African American
5969,36.0,Female,PhD,Research Scientist,12.0,170000.0,Canada,White
4076,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,UK,White
6102,24.0,Female,High School,Receptionist,0.0,25000.0,Australia,White
3232,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Canada,White
1828,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,Australia,Australian
595,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,White
2727,48.0,Male,PhD,Director of Data Science,18.0,210000.0,USA,White
4140,31.0,Female,Master's Degree,Marketing Manager,4.0,62000.0,China,Korean
562,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Australian
5242,42.0,Male,Master's Degree,Senior Software Engineer,18.0,180000.0,UK,Mixed
244,34.0,Female,Bachelor's,Junior Marketing Analyst,6.0,70000.0,USA,Asian
4628,30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,China,Korean
407,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,Australia,White
1444,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,China,White
263,31.0,Female,Bachelor's,Junior Marketing Coordinator,3.0,50000.0,Australia,White
4682,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,China,Chinese
6104,40.0,Female,Bachelor's Degree,Financial Manager,16.0,215000.0,UK,White
1691,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,Australia,Asian
1727,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,China,White
2498,32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,USA,Hispanic
5154,28.0,Male,Bachelor's Degree,Financial Analyst,4.0,80000.0,China,White
342,31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0,UK,Asian
4659,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,China,Chinese
1603,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,Canada,White
3728,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,USA,Asian
6637,43.0,Female,Master's Degree,Sales Manager,14.0,140000.0,Australia,White
2787,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,UK,Welsh
1525,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Canada,White
6053,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Canada,White
5937,31.0,Female,PhD,Data Scientist,8.0,140000.0,USA,White
6203,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,Canada,Asian
1768,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,Australia,Asian
4040,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Australia,White
5290,38.0,Male,Bachelor's Degree,Product Manager,13.0,160000.0,Canada,Asian
5424,31.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,China,Korean
